scene,section,start_sec,end_sec,start_time,end_time,duration_sec,sentence,image,review_status,reason,motion,transition
313,KENDİ AKLINDAN KORUNMAK,1822.878,1827.742,30:22.878,30:27.742,4.864,Troya’dan yüzlerce insanla ayrılan kral artık tamamen yalnızdır.,panel_44.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KENDİ AKLINDAN KORUNMAK” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_in,crossfade
314,KENDİ AKLINDAN KORUNMAK,1827.742,1833.465,30:27.742,30:33.465,5.723,Teiresias’ın uyarısı ve Polyphemos’un duası gerçekleşmiştir: Odysseus bütün arkadaşlarını kaybetmiştir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
315,KENDİ AKLINDAN KORUNMAK,1833.465,1836.611,30:33.465,30:36.611,3.147,Fakat cezası henüz tamamlanmamıştı.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
316,KENDİ AKLINDAN KORUNMAK,1836.611,1842.763,30:36.611,30:42.763,6.152,"Deniz onu doğrudan evine değil, yıllarca ayrılamayacağı başka bir adaya taşıyacaktı.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
317,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1842.763,1849.774,30:42.763,30:49.774,7.011,Odysseus günlerce denizde sürüklendikten sonra Kalypso isimli ölümsüz bir kadının yaşadığı adaya ulaştı.,panel_46.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Kalypso bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
318,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1849.774,1855.496,30:49.774,30:55.496,5.723,Filmde adı Calypso olarak geçiyor ve onu Charlize Theron canlandırıyor.,panel_46.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
319,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1855.496,1862.078,30:55.496,31:02.078,6.581,"Homeros’ta Kalypso, Odysseus’u adasında yedi yıl tutar ve ona ölümsüzlük teklif eder.",panel_46.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Kalypso bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
320,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1862.078,1867.371,31:02.078,31:07.371,5.293,Odysseus ise günlerini kıyıda İthaka’yı ve Penelope’yi düşünerek geçirir.,panel_47.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
321,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1867.371,1873.094,31:07.371,31:13.094,5.723,Bu ilişki özgürce seçilmiş bir aşk değildir; Odysseus adadan ayrılamaz.,panel_49.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
322,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1873.094,1877.957,31:13.094,31:17.957,4.864,"Sonunda Athena’nın girişimiyle Zeus, Kalypso’ya onu bırakmasını emreder.",panel_48.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Kalypso bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
323,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1877.957,1881.963,31:17.957,31:21.963,4.005,Nolan bu hikâyeyi büyük ölçüde değiştirir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
324,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1881.963,1886.827,31:21.963,31:26.827,4.864,"Filmde Kalypso, Lotus Yiyenler bölümünün görevini de üstlenir.",panel_46.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Kalypso bölümünü, ölüler dünyası ve kayıp temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
325,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1886.827,1896.413,31:26.827,31:36.413,9.587,"Odysseus’a verdiği lotus çiçekleri onun bedenini değil, hafızasını bağlar; Odysseus kim olduğunu ve neden eve dönmek istediğini unutmaya başlar.",panel_47.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, lotus ve unutma temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
326,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1896.413,1900.848,31:36.413,31:40.848,4.435,"Kalypso ona, “Eve dönmeye hazır değildin,” der.",panel_46.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Kalypso bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
327,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1900.848,1906.571,31:40.848,31:46.571,5.723,Bu cümle Nolan’ın bütün yolculuğa getirdiği modern yorumun anahtarlarından biridir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
328,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1906.571,1913.152,31:46.571,31:53.152,6.581,"Belki Odysseus’un eve dönüşünü geciktiren şey yalnızca Poseidon, fırtınalar ve canavarlar değildir.",panel_49.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Poseidon ve deniz tehdidini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
329,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1913.152,1921.451,31:53.152,32:01.451,8.299,"Belki Truva’da yaptıklarından sonra kendisini eve dönmeyi hak eden bir eş, baba veya kral olarak göremiyordur.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
330,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1921.451,1926.315,32:01.451,32:06.315,4.864,Bu yorumda Kalypso’nun adası yalnızca bir hapishane değildir.,panel_46.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Kalypso bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
331,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1926.315,1931.179,32:06.315,32:11.179,4.864,Odysseus’un suçluluğunu ve ölen arkadaşlarını unutabildiği bir sığınaktır.,panel_46.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
332,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1931.179,1936.472,32:11.179,32:16.472,5.293,Fakat orada kalabilmek için kendi kimliğini de kaybetmesi gerekir.,panel_47.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
333,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1936.472,1945.629,32:16.472,32:25.629,9.157,"Film, Kirke’de olduğu gibi Kalypso’yla cinsel ilişkiyi de çıkarır ve Odysseus’un Penelope’ye bağlılığını çok daha görünür hâle getirir.",panel_47.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
334,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1945.629,1955.645,32:25.629,32:35.645,10.016,"Homeros’un daha çelişkili ve farklı güç ilişkileri içinde hareket eden Odysseus’u, Nolan’ın filminde eşine dönmek isteyen travmalı bir askere dönüşür.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
335,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1955.645,1960.939,32:35.645,32:40.939,5.293,Odysseus sonunda kim olduğunu ve nereye gitmek istediğini hatırlar.,panel_47.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
336,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1960.939,1964.515,32:40.939,32:44.515,3.576,Kendi salını yaparak adadan ayrılır.,panel_49.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
337,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1964.515,1968.949,32:44.515,32:48.949,4.435,Fakat hatırlamak tek başına eve dönmeye yetmez.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
338,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1968.949,1977.248,32:48.949,32:57.248,8.299,Odysseus artık güvenli unutuluşu bırakıp hem Poseidon’un denizini hem de geçmişinin acısını yeniden göze almak zorundadır.,panel_49.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Poseidon ve deniz tehdidini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
339,"KALYPSO: HAPİSHANE Mİ, SIĞINAK MI?",1977.248,1982.97,32:57.248,33:02.970,5.723,Kalypso’nun adasından ayrıldığı anda Poseidon onu son kez durdurmaya çalışır.,panel_49.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Poseidon ve deniz tehdidini, Kalypso bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
340,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,1982.97,1987.834,33:02.970,33:07.834,4.864,"Homeros’un destanında Poseidon, Odysseus’un salını bir fırtınayla parçalar.",panel_44.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Poseidon ve deniz tehdidini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
341,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,1987.834,1991.41,33:07.834,33:11.410,3.576,Odysseus güçlükle Phaiakların ülkesine ulaşır.,panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
342,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,1991.41,1997.133,33:11.410,33:17.133,5.723,Phaiaklar denizcilikte çok başarılı ve yabancılara karşı cömert bir halktır.,panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
343,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,1997.133,2005.002,33:17.133,33:25.002,7.869,"Kralın kızı Nausikaa onu bulur ve kraliyet ailesi, kim olduğunu bilmedikleri bu yabancıyı sarayda ağırlar.",panel_10.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_left,crossfade
344,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2005.002,2009.866,33:25.002,33:29.866,4.864,"Phaiaklar, Zeus’un misafirperverlik yasasına uyan ideal ev sahipleridir.",panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
345,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2009.866,2020.741,33:29.866,33:40.741,10.875,"Sarayda Demodokos isimli bir ozan, yani hikâyeleri şiir ve müzikle aktaran bir anlatıcı, Truva Savaşı’nı ve tahta atı anlatan bir şarkı söyler.",panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Troya/Truva bağlamını, tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
346,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2020.741,2024.746,33:40.741,33:44.746,4.005,Odysseus kendi geçmişini dinlerken gizlice ağlar.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
347,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2024.746,2027.893,33:44.746,33:47.893,3.147,Sonunda gerçek kimliğini açıklar.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
348,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2027.893,2035.333,33:47.893,33:55.333,7.44,"Sonra Kiklop’tan Kirke’ye, Sirenlerden Skylla’ya kadar izlediğimiz maceraların büyük bölümünü Phaiaklara bizzat kendisi anlatır.",panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
349,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2035.333,2038.479,33:55.333,33:58.479,3.147,Bu ayrıntı çok önemlidir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
350,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2038.479,2044.631,33:58.479,34:04.631,6.152,Çünkü Odysseia’daki en meşhur maceraların doğrudan ve tarafsız bir anlatıcısı yoktur.,panel_13.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
351,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2044.631,2052.501,34:04.631,34:12.501,7.869,"Biz bu olayları, çok iyi yalan söyleyebilen ve kendisini anlatmayı seven Odysseus’un kendi ağzından dinleriz.",panel_13.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
352,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2052.501,2056.506,34:12.501,34:16.506,4.005,"Bu, anlattıklarının yalan olduğu anlamına gelmez.",panel_13.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
353,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2056.506,2063.946,34:16.506,34:23.946,7.44,"Fakat kendisini daha zeki, daha cesur veya daha masum gösterecek biçimde anlatmış olabileceğini düşündürür.",panel_13.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
354,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2063.946,2071.386,34:23.946,34:31.386,7.44,"Adamlarını kaybeden bir lider, suçun ne kadarını tanrılara ve artık cevap veremeyecek ölülere yükler?",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
355,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2071.386,2076.679,34:31.386,34:36.679,5.293,"Nolan, Phaiakları çıkarır ve Odysseus’u Kalypso’dan doğrudan İthaka’ya gönderir.",panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Kalypso bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
356,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2076.679,2084.978,34:36.679,34:44.978,8.299,Böylece kendi maceralarını anlatan hikâyeci geri plana çekilir; onun yerini parçalanmış hafızasını toparlayan bir asker alır.,panel_13.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
357,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2084.978,2090.271,34:44.978,34:50.271,5.293,Homeros’ta ise Phaiaklar onu hızlı gemilerinden biriyle İthaka’ya götürür.,panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki İthaka ve eve dönüş temasını, deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
358,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2090.271,2093.418,34:50.271,34:53.418,3.147,Odysseus gemide uykuya dalar.,panel_50.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
359,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2093.418,2097.852,34:53.418,34:57.852,4.435,Uyandığında yirmi yıl sonra yeniden kendi adasındadır.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
360,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2097.852,2100.999,34:57.852,35:00.999,3.147,Coğrafi yolculuk sona ermiştir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
361,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2100.999,2105.863,35:00.999,35:05.863,4.864,"Fakat evine dönmek, yalnızca kıyıya ulaşmak demek değildir.",panel_50.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
362,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2105.863,2111.585,35:05.863,35:11.585,5.723,Odysseus bir zamanlar Polyphemos’a kendisini “Hiç Kimse” diye tanıtarak kurtulmuştu.,panel_51.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Polyphemos/Kiklop olayını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
363,ODYSSEUS KENDİ HİKÂYESİNİ Mİ ANLATIYOR?,2111.585,2121.602,35:11.585,35:21.602,10.016,"Şimdi yeniden Odysseus olabilmek için kendi ülkesine bir kez daha hiç kimse olarak, kimliği bilinmeyen bir yabancı gibi girmek zorundadır.",panel_51.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
